Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,67.980003,68.160004,66.919998,67.510002,63.915165,1941000
2020-07-28,67.400002,68.900002,67.230003,68.370003,64.729370,1686400
2020-07-29,68.370003,68.800003,67.949997,68.730003,65.070206,1741900
2020-07-30,67.879997,69.550003,67.459999,69.000000,65.325813,2103000
2020-07-31,68.519997,69.400002,68.040001,69.040001,65.363701,2663600
2020-08-03,68.750000,69.010002,68.199997,68.760002,65.098602,2290100
2020-08-04,68.730003,70.230003,68.389999,69.930000,66.206299,3269600
2020-08-05,70.250000,70.250000,69.110001,69.790001,66.073753,2624000
2020-08-06,69.790001,70.339996,69.410004,70.099998,66.367241,2398800
2020-08-07,70.370003,72.830002,70.190002,72.339996,68.487961,5061000
2020-08-10,72.230003,73.000000,71.760002,72.449997,68.592110,2820500
2020-08-11,72.360001,72.470001,70.389999,70.519997,66.764877,3395900
2020-08-12,70.720001,72.040001,70.529999,71.480003,67.673767,2014400
2020-08-13,71.080002,71.580002,70.820000,71.279999,67.484413,1475000
2020-08-14,71.279999,71.510002,70.559998,70.730003,66.963692,3421100
2020-08-17,71.019997,71.019997,70.120003,70.199997,66.461914,2141800
2020-08-18,70.120003,70.480003,69.739998,70.000000,66.272568,1561400
2020-08-19,70.260002,70.260002,69.430000,69.580002,65.874939,1688500
2020-08-20,69.309998,69.790001,68.820000,69.010002,65.335297,1848700
2020-08-21,69.129997,69.739998,68.660004,69.610001,65.903336,1624200
2020-08-24,69.750000,70.419998,69.059998,70.410004,66.660744,1247300
2020-08-25,70.269997,70.300003,68.739998,68.970001,65.297417,1724900
2020-08-26,68.489998,68.690002,67.610001,68.129997,64.502136,1873100
2020-08-27,68.580002,68.910004,68.110001,68.629997,64.975525,1900700
2020-08-28,68.580002,68.690002,67.629997,68.650002,64.994453,2082500
2020-08-31,68.230003,69.690002,67.949997,69.470001,65.770782,2078000
2020-09-01,69.070000,69.070000,68.029999,68.550003,64.899780,2124400
2020-09-02,68.430000,71.739998,68.120003,71.550003,67.740036,2908300
2020-09-03,71.839996,72.430000,70.050003,70.650002,66.887962,2834000
2020-09-04,70.959999,71.230003,69.160004,70.019997,66.291496,2518800
2020-09-08,69.790001,70.010002,68.400002,69.110001,65.429962,2328000
2020-09-09,69.139999,71.349998,69.139999,70.589996,66.831139,2124400
2020-09-10,69.949997,70.680000,69.040001,69.129997,65.448891,2172500
2020-09-11,69.250000,69.349998,68.160004,68.860001,65.193268,2255500
2020-09-14,68.430000,69.900002,68.349998,69.540001,66.250763,1784800
2020-09-15,69.860001,71.150002,69.820000,70.410004,67.079628,1830200
2020-09-16,70.629997,71.339996,70.180000,70.919998,67.565498,2143200
2020-09-17,69.860001,70.059998,68.059998,68.440002,65.202805,2704500
2020-09-18,68.360001,68.570000,66.529999,66.900002,63.735634,3958200
2020-09-21,66.910004,67.080002,65.690002,66.639999,63.487938,1776300
2020-09-22,66.550003,67.690002,66.209999,66.870003,63.707062,1629700
2020-09-23,66.959999,67.139999,66.080002,66.190002,63.059227,2198900
2020-09-24,66.099998,67.470001,65.809998,67.070000,63.897594,2035100
2020-09-25,66.699997,68.599998,66.510002,68.500000,65.259964,2217000
2020-09-28,68.860001,69.260002,68.370003,68.849998,65.593407,2062300
2020-09-29,69.120003,69.519997,68.400002,68.650002,65.402863,2066200
2020-09-30,69.040001,69.599998,68.709999,69.010002,65.745850,3208500
2020-10-01,69.410004,70.410004,69.239998,70.379997,67.051041,2240200
2020-10-02,69.889999,70.889999,69.480003,70.480003,67.146317,2265300
2020-10-05,70.440002,71.550003,69.599998,71.470001,68.089478,1581900
2020-10-06,71.129997,72.949997,70.970001,72.449997,69.023140,2525200
2020-10-07,72.610001,72.809998,71.269997,72.089996,68.680153,1724500
2020-10-08,72.430000,72.730003,72.050003,72.510002,69.080284,1899600
2020-10-09,72.989998,73.080002,72.230003,72.709999,69.270836,1464500
2020-10-12,73.169998,74.410004,72.879997,73.620003,70.137802,2274300
2020-10-13,73.389999,73.449997,72.489998,73.000000,69.547112,2608900
2020-10-14,73.349998,73.349998,72.059998,72.349998,68.927856,1722700
2020-10-15,71.839996,72.919998,71.750000,72.199997,68.784950,2039700
2020-10-16,72.269997,73.540001,71.849998,73.129997,69.670967,2701400
2020-10-19,72.889999,73.339996,71.459999,71.690002,68.299080,4013300
2020-10-20,72.040001,72.169998,71.150002,71.529999,68.146645,1876600
2020-10-21,71.529999,72.080002,71.099998,71.529999,68.146645,1842800
2020-10-22,71.550003,72.000000,71.059998,71.410004,68.032318,2035200
