Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,184.330002,184.740005,179.339996,183.759995,183.759995,1261700
2020-07-28,183.000000,183.940002,180.080002,180.380005,180.380005,1441600
2020-07-29,183.000000,184.710007,180.710007,183.910004,183.910004,843100
2020-07-30,180.000000,181.490005,177.509995,180.580002,180.580002,1563700
2020-07-31,181.210007,181.449997,176.800003,180.919998,180.919998,1334800
2020-08-03,182.470001,182.779999,179.550003,181.589996,181.589996,1285700
2020-08-04,181.350006,182.339996,179.399994,181.490005,181.490005,839300
2020-08-05,181.820007,184.880005,181.029999,183.990005,183.990005,765100
2020-08-06,183.979996,184.220001,180.550003,183.690002,183.690002,1055000
2020-08-07,184.460007,184.460007,174.520004,177.470001,177.470001,1635500
2020-08-10,177.559998,181.740005,174.899994,181.050003,181.050003,1602700
2020-08-11,178.850006,180.389999,175.820007,177.550003,177.550003,1090700
2020-08-12,178.029999,181.059998,176.250000,178.250000,178.250000,983100
2020-08-13,179.559998,185.869995,179.259995,183.759995,183.759995,951500
2020-08-14,183.919998,185.479996,181.080002,181.580002,181.580002,563200
2020-08-17,181.940002,186.059998,181.809998,185.240005,185.240005,1020600
2020-08-18,186.570007,192.000000,184.949997,191.559998,191.559998,1891500
2020-08-19,191.770004,193.960007,190.199997,191.199997,191.199997,1195800
2020-08-20,190.940002,194.889999,189.750000,194.320007,194.320007,1117100
2020-08-21,191.630005,193.309998,190.520004,192.649994,192.649994,1003700
2020-08-24,194.149994,194.660004,190.949997,191.600006,191.600006,1328900
2020-08-25,191.500000,194.570007,189.320007,194.029999,194.029999,1862300
2020-08-26,200.949997,214.949997,199.429993,213.619995,213.619995,6196700
2020-08-27,211.699997,219.289993,209.000000,216.630005,216.630005,5558800
2020-08-28,240.000000,248.750000,238.080002,243.880005,243.880005,11256800
2020-08-31,241.130005,246.899994,238.309998,239.710007,239.710007,3606200
2020-09-01,241.699997,244.750000,238.000000,241.750000,241.750000,2412200
2020-09-02,242.800003,243.380005,232.119995,233.479996,233.479996,3429400
2020-09-03,230.259995,233.229996,219.889999,223.000000,223.000000,3212200
2020-09-04,223.029999,223.320007,210.529999,215.800003,215.800003,2584900
2020-09-08,208.889999,214.600006,207.100006,208.580002,208.580002,2413400
2020-09-09,213.080002,213.779999,206.270004,210.750000,210.750000,2149200
2020-09-10,211.110001,216.330002,205.380005,207.309998,207.309998,1844000
2020-09-11,210.250000,210.509995,201.389999,206.199997,206.199997,1653100
2020-09-14,209.600006,211.389999,205.139999,208.410004,208.410004,1510000
2020-09-15,210.699997,212.940002,206.000000,207.630005,207.630005,1712300
2020-09-16,209.550003,210.300003,204.179993,205.619995,205.619995,1720200
2020-09-17,198.899994,203.380005,195.880005,203.190002,203.190002,2771700
