Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,1690.640015,1711.880005,1671.010010,1702.829956,1702.829956,223900
2020-07-28,1696.339966,1702.839966,1677.290039,1681.750000,1681.750000,210600
2020-07-29,1688.859985,1724.400024,1676.949951,1707.540039,1707.540039,311300
2020-07-30,1683.800049,1699.209961,1657.160034,1687.739990,1687.739990,205400
2020-07-31,1687.869995,1692.250000,1625.609985,1662.130005,1662.130005,305200
2020-08-03,1665.910034,1669.890015,1634.689941,1650.239990,1650.239990,201300
2020-08-04,1641.000000,1680.000000,1635.349976,1675.130005,1675.130005,240200
2020-08-05,1700.130005,1734.430054,1683.390015,1724.770020,1724.770020,314400
2020-08-06,1702.000000,1765.979980,1700.729980,1751.790039,1751.790039,451100
2020-08-07,1813.400024,1821.449951,1742.000000,1754.479980,1754.479980,566000
2020-08-10,1760.000000,1785.890015,1731.050049,1768.579956,1768.579956,357100
2020-08-11,1818.270020,1847.420044,1800.010010,1805.099976,1805.099976,476000
2020-08-12,1816.300049,1828.000000,1805.500000,1808.069946,1808.069946,274200
2020-08-13,1799.060059,1823.979980,1789.000000,1792.969971,1792.969971,220200
2020-08-14,1780.000000,1787.219971,1768.270020,1778.869995,1778.869995,262500
2020-08-17,1792.390015,1792.390015,1750.000000,1752.920044,1752.920044,244500
2020-08-18,1750.000000,1792.000000,1744.130005,1778.910034,1778.910034,238900
2020-08-19,1783.010010,1807.089966,1760.319946,1767.469971,1767.469971,311600
2020-08-20,1751.900024,1774.949951,1746.010010,1768.689941,1768.689941,245900
2020-08-21,1763.000000,1785.050049,1754.670044,1779.369995,1779.369995,270400
2020-08-24,1803.560059,1837.719971,1796.939941,1834.439941,1834.439941,362400
2020-08-25,1836.020020,1858.290039,1816.410034,1853.800049,1853.800049,313200
2020-08-26,1838.800049,1883.969971,1835.010010,1866.969971,1866.969971,394400
2020-08-27,1892.579956,1924.859985,1874.270020,1893.500000,1893.500000,398900
2020-08-28,1896.150024,1955.609985,1895.229980,1945.250000,1945.250000,320800
2020-08-31,1922.469971,1936.500000,1908.130005,1910.449951,1910.449951,321200
2020-09-01,1905.130005,1937.000000,1899.729980,1928.859985,1928.859985,315900
2020-09-02,1940.000000,1955.400024,1895.650024,1948.729980,1948.729980,335300
2020-09-03,1952.150024,1966.219971,1909.890015,1945.449951,1945.449951,428100
2020-09-04,1947.969971,1962.599976,1906.079956,1917.739990,1917.739990,379300
2020-09-08,1886.859985,1930.079956,1882.939941,1891.599976,1891.599976,346900
2020-09-09,1887.550049,1910.079956,1823.400024,1871.069946,1871.069946,460900
2020-09-10,1871.000000,1901.900024,1811.739990,1816.589966,1816.589966,341800
2020-09-11,1813.520020,1835.020020,1769.979980,1783.739990,1783.739990,382800
2020-09-14,1803.000000,1805.449951,1774.599976,1784.589966,1784.589966,377000
2020-09-15,1797.410034,1817.739990,1785.000000,1787.000000,1787.000000,268000
2020-09-16,1800.000000,1837.829956,1787.900024,1806.660034,1806.660034,382300
2020-09-17,1783.189941,1805.839966,1756.489990,1787.209961,1787.209961,480600
2020-09-18,1791.160034,1794.520020,1720.000000,1732.280029,1732.280029,629300
2020-09-21,1676.199951,1688.089966,1632.170044,1652.390015,1652.390015,656100
2020-09-22,1659.219971,1679.339966,1625.000000,1674.000000,1674.000000,434000
2020-09-23,1692.099976,1693.089966,1633.739990,1638.469971,1638.469971,288900
2020-09-24,1617.280029,1680.349976,1601.010010,1650.569946,1650.569946,394100
2020-09-25,1635.000000,1660.739990,1612.000000,1657.770020,1657.770020,302600
2020-09-28,1694.989990,1729.250000,1671.250000,1700.400024,1700.400024,296300
2020-09-29,1700.150024,1712.270020,1670.410034,1672.979980,1672.979980,228400
2020-09-30,1682.640015,1729.790039,1679.000000,1710.680054,1710.680054,326100
2020-10-01,1735.540039,1750.000000,1730.000000,1742.979980,1742.979980,339500
2020-10-02,1698.989990,1720.000000,1684.030029,1710.709961,1710.709961,269900
2020-10-05,1705.280029,1720.469971,1662.469971,1706.790039,1706.790039,317000
2020-10-06,1714.089966,1759.030029,1700.099976,1709.709961,1709.709961,330400
2020-10-07,1724.000000,1761.180054,1720.000000,1758.849976,1758.849976,215500
2020-10-08,1770.060059,1794.530029,1753.000000,1788.810059,1788.810059,262900
2020-10-09,1807.000000,1828.810059,1786.709961,1817.890015,1817.890015,264900
2020-10-12,1830.829956,1866.000000,1826.660034,1845.000000,1845.000000,357000
2020-10-13,1840.000000,1846.979980,1771.869995,1780.969971,1780.969971,426200
2020-10-14,1783.380005,1791.170044,1730.880005,1732.599976,1732.599976,316800
2020-10-15,1700.000000,1711.160034,1686.420044,1702.109985,1702.109985,321600
