Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,562.539978,563.099976,555.270020,559.909973,559.909973,733600
2020-07-28,558.799988,566.460022,557.020020,561.409973,561.409973,522600
2020-07-29,564.210022,569.679993,560.599976,566.419983,566.419983,644300
2020-07-30,559.530029,568.510010,558.169983,563.440002,563.440002,771500
2020-07-31,594.309998,594.309998,554.260010,580.000000,580.000000,1637700
2020-08-03,585.010010,593.900024,581.140015,589.700012,589.700012,1013500
2020-08-04,580.000000,601.760010,579.000000,600.010010,600.010010,952000
2020-08-05,598.750000,603.599976,597.229980,598.260010,598.260010,682000
2020-08-06,595.349976,604.119995,594.679993,602.140015,602.140015,716100
2020-08-07,603.390015,611.469971,598.250000,601.869995,601.869995,810900
2020-08-10,598.650024,606.000000,598.099976,602.340027,602.340027,789500
2020-08-11,604.419983,604.419983,588.969971,590.479980,590.479980,862900
2020-08-12,590.989990,607.000000,590.989990,598.739990,598.739990,1033900
2020-08-13,595.460022,609.309998,595.460022,604.219971,604.219971,854000
2020-08-14,604.549988,610.950012,602.880005,604.989990,604.989990,664700
2020-08-17,608.849976,610.200012,601.099976,604.969971,604.969971,650200
2020-08-18,608.229980,612.929993,606.510010,610.690002,610.690002,700300
2020-08-19,612.460022,616.070007,607.799988,611.659973,611.659973,961500
2020-08-20,607.940002,614.369995,607.940002,612.539978,612.539978,630500
2020-08-21,610.979980,614.799988,606.609985,613.960022,613.960022,677900
2020-08-24,613.390015,618.030029,611.140015,612.530029,612.530029,1087100
2020-08-25,619.510010,620.190002,604.409973,609.750000,609.750000,1112000
2020-08-26,606.820007,618.489990,605.280029,614.559998,614.559998,907200
2020-08-27,619.049988,621.039978,612.590027,614.289978,614.289978,881400
2020-08-28,613.010010,616.570007,609.349976,615.640015,615.640015,632500
2020-08-31,614.840027,620.229980,613.630005,615.609985,615.609985,811700
2020-09-01,614.039978,620.200012,611.000000,617.239990,617.239990,874200
2020-09-02,616.960022,626.619995,614.049988,622.450012,622.450012,741600
2020-09-03,624.039978,629.520020,603.030029,608.099976,608.099976,1016200
2020-09-04,610.059998,611.390015,592.090027,604.020020,604.020020,1082000
2020-09-08,595.729980,604.340027,591.599976,596.500000,596.500000,1209200
2020-09-09,598.640015,617.799988,598.400024,613.280029,613.280029,905700
2020-09-10,611.380005,622.229980,603.309998,604.059998,604.059998,1061100
2020-09-11,606.590027,608.570007,597.799988,601.520020,601.520020,860500
2020-09-14,608.030029,613.590027,603.669983,609.700012,609.700012,755000
2020-09-15,610.719971,627.429993,610.219971,622.549988,622.549988,830400
2020-09-16,626.750000,635.859985,626.210022,630.070007,630.070007,1179200
2020-09-17,618.229980,624.169983,609.669983,620.309998,620.309998,1341300
2020-09-18,622.080017,628.299988,611.789978,625.250000,625.250000,1969000
2020-09-21,621.969971,625.919983,606.909973,614.340027,614.340027,1314000
2020-09-22,612.450012,634.340027,612.450012,633.049988,633.049988,1216500
2020-09-23,632.969971,633.989990,615.099976,616.349976,616.349976,1017400
2020-09-24,614.460022,621.280029,609.539978,611.450012,611.450012,931400
2020-09-25,609.890015,617.400024,606.109985,614.229980,614.229980,1072800
2020-09-28,625.159973,633.640015,619.640015,628.229980,628.229980,1035200
2020-09-29,626.849976,635.830017,625.020020,626.500000,626.500000,817400
2020-09-30,629.809998,632.059998,620.679993,624.340027,624.340027,1148700
2020-10-01,627.309998,640.000000,627.309998,635.109985,635.109985,1386800
2020-10-02,626.539978,633.169983,617.289978,620.229980,620.229980,1046500
2020-10-05,623.349976,639.270020,621.630005,633.979980,633.979980,807900
2020-10-06,632.359985,638.059998,619.099976,620.890015,620.890015,1104600
2020-10-07,623.229980,629.729980,622.989990,623.729980,623.729980,802700
2020-10-08,626.809998,633.690002,622.239990,629.080017,629.080017,583800
2020-10-09,631.880005,639.340027,631.640015,635.640015,635.640015,625900
2020-10-12,643.570007,663.700012,639.239990,651.719971,651.719971,1307400
2020-10-13,653.609985,656.890015,646.489990,649.950012,649.950012,963900
2020-10-14,651.669983,653.640015,638.010010,638.619995,638.619995,840700
2020-10-15,631.869995,640.299988,630.500000,636.890015,636.890015,825900
2020-10-16,638.869995,646.989990,633.520020,633.919983,633.919983,772800
2020-10-19,635.669983,640.000000,616.700012,617.659973,617.659973,1080600
2020-10-20,622.739990,622.739990,606.619995,608.260010,608.260010,1066100
2020-10-21,604.309998,612.330017,601.510010,605.330017,605.330017,727100
2020-10-22,605.030029,605.030029,596.429993,599.909973,599.909973,1001800
2020-10-23,603.070007,603.070007,588.409973,593.280029,593.280029,842200
2020-10-26,588.789978,595.830017,581.419983,582.130005,582.130005,1119600
2020-10-27,585.000000,590.299988,580.500000,583.650024,583.650024,897300
2020-10-28,574.969971,585.409973,572.460022,572.580017,572.580017,983100
2020-10-29,573.330017,583.049988,573.099976,576.000000,576.000000,1420400
2020-10-30,580.549988,610.659973,580.549988,603.820007,603.820007,2456100
2020-11-02,605.099976,610.359985,578.760010,588.429993,588.429993,1268200
2020-11-03,596.000000,602.590027,591.729980,591.989990,591.989990,1172900
2020-11-04,610.900024,645.700012,608.270020,634.469971,634.469971,1940400
2020-11-05,643.049988,650.429993,638.109985,647.359985,647.359985,1007600
2020-11-06,647.679993,649.919983,640.450012,644.489990,644.489990,693000
2020-11-09,659.789978,659.789978,612.679993,613.200012,613.200012,1632700
2020-11-10,603.450012,631.640015,603.450012,626.880005,626.880005,1054700
2020-11-11,628.799988,640.520020,628.799988,636.919983,636.919983,709300
2020-11-12,639.330017,645.059998,635.400024,637.960022,637.960022,650000
2020-11-13,638.229980,648.820007,638.109985,647.190002,647.190002,757500
2020-11-16,642.840027,647.510010,639.950012,641.409973,641.409973,1066300
2020-11-17,637.320007,643.570007,632.530029,641.510010,641.510010,621500
2020-11-18,645.140015,651.169983,635.520020,642.440002,642.440002,1655400
2020-11-19,639.859985,655.729980,636.690002,650.539978,650.539978,1288500
2020-11-20,651.309998,663.070007,647.500000,655.409973,655.409973,1163700
2020-11-23,657.869995,659.559998,642.700012,645.039978,645.039978,1518500
2020-11-24,641.700012,654.789978,633.659973,650.440002,650.440002,1074600
2020-11-25,652.260010,653.510010,644.869995,651.400024,651.400024,681100
2020-11-27,647.590027,650.880005,642.049988,642.799988,642.799988,569400
2020-11-30,646.219971,655.340027,643.039978,651.989990,651.989990,1178700
2020-12-01,656.700012,666.590027,652.799988,662.250000,662.250000,1177100
2020-12-02,659.789978,669.900024,659.140015,667.169983,667.169983,820600
2020-12-03,666.659973,675.739990,656.559998,670.429993,670.429993,822200
2020-12-04,670.580017,674.049988,667.080017,670.739990,670.739990,685900
2020-12-07,667.359985,680.760010,666.979980,680.760010,680.760010,881000
2020-12-08,676.479980,681.710022,661.809998,663.369995,663.369995,1020900
2020-12-09,660.450012,665.960022,643.530029,644.080017,644.080017,1813100
2020-12-10,644.559998,659.580017,642.789978,658.039978,658.039978,880100
2020-12-11,654.059998,655.979980,648.020020,651.760010,651.760010,989000
2020-12-14,654.770020,656.239990,649.109985,649.669983,649.669983,1284600
2020-12-15,653.080017,656.500000,646.070007,646.280029,646.280029,1034600
2020-12-16,646.280029,649.640015,634.469971,642.429993,642.429993,1283900
2020-12-17,645.109985,657.570007,644.950012,653.979980,653.979980,1904700
2020-12-18,656.940002,658.349976,646.520020,652.000000,652.000000,2253900
2020-12-21,645.260010,658.380005,641.789978,654.690002,654.690002,893200
2020-12-22,654.020020,654.789978,638.760010,641.099976,641.099976,1269800
2020-12-23,642.869995,652.580017,640.030029,647.440002,647.440002,1590800
2020-12-24,646.599976,657.330017,646.599976,656.489990,656.489990,1127300
2020-12-28,661.380005,661.380005,649.440002,651.900024,651.900024,774800
2020-12-29,654.299988,666.369995,651.250000,664.979980,664.979980,1301000
2020-12-30,667.010010,668.000000,652.289978,653.489990,653.489990,865400
2020-12-31,653.440002,664.780029,652.859985,661.549988,661.549988,699500
2021-01-04,666.590027,666.590027,637.000000,647.030029,647.030029,1185200
2021-01-05,646.130005,649.000000,632.950012,636.590027,636.590027,842600
2021-01-06,612.159973,634.809998,612.159973,624.510010,624.510010,1491400
2021-01-07,627.729980,638.250000,622.000000,629.770020,629.770020,1259500
2021-01-08,624.390015,634.789978,624.390015,634.380005,634.380005,1051100
2021-01-11,636.900024,642.750000,632.969971,641.130005,641.130005,1082800
2021-01-12,636.119995,639.770020,618.489990,621.489990,621.489990,1695600
2021-01-13,619.070007,623.039978,614.869995,618.010010,618.010010,1090300
2021-01-14,616.479980,630.409973,610.890015,623.090027,623.090027,1484500
2021-01-15,620.250000,634.080017,617.020020,628.909973,628.909973,1150400
2021-01-19,628.109985,633.950012,623.369995,633.270020,633.270020,1052000
2021-01-20,633.390015,648.309998,631.960022,642.820007,642.820007,943400
2021-01-21,643.330017,651.890015,639.789978,650.429993,650.429993,768700
2021-01-22,649.450012,651.890015,642.770020,646.690002,646.690002,699100
2021-01-25,649.640015,660.299988,647.840027,652.169983,652.169983,888400
2021-01-26,651.630005,654.760010,647.020020,649.539978,649.539978,893500
2021-01-27,643.929993,651.919983,615.109985,615.780029,615.780029,1919500
2021-01-28,638.099976,671.000000,635.080017,654.650024,654.650024,1773900
2021-01-29,626.010010,636.030029,604.090027,607.559998,607.559998,2393600
2021-02-01,611.010010,614.130005,593.099976,599.020020,599.020020,1465600
2021-02-02,597.690002,625.309998,595.909973,616.700012,616.700012,1531200
2021-02-03,616.650024,617.030029,603.320007,609.260010,609.260010,929800
2021-02-04,604.979980,621.289978,604.979980,619.789978,619.789978,840700
2021-02-05,621.030029,628.299988,615.119995,617.650024,617.650024,799800
2021-02-08,616.630005,619.690002,610.869995,615.530029,615.530029,957800
2021-02-09,616.340027,626.630005,613.799988,619.510010,619.510010,836400
2021-02-10,623.359985,623.359985,608.109985,611.630005,611.630005,1036500
2021-02-11,614.200012,619.159973,603.530029,618.679993,618.679993,829200
2021-02-12,615.929993,619.549988,610.650024,613.450012,613.450012,623900
2021-02-16,609.190002,619.020020,606.250000,618.469971,618.469971,909500
2021-02-17,615.700012,626.950012,614.440002,624.119995,624.119995,929700
2021-02-18,625.059998,625.059998,612.710022,616.419983,616.419983,760900
2021-02-19,613.429993,619.530029,606.539978,607.289978,607.289978,1193100
2021-02-22,602.299988,609.880005,595.000000,596.500000,596.500000,1744400
2021-02-23,602.799988,609.270020,585.450012,602.770020,602.770020,1852100
2021-02-24,590.440002,614.729980,590.440002,608.510010,608.510010,1201100
2021-02-25,605.820007,618.119995,598.969971,601.549988,601.549988,1358900
2021-02-26,602.489990,627.380005,601.500000,613.419983,613.419983,1619400
2021-03-01,618.390015,624.070007,610.010010,619.679993,619.679993,895300
2021-03-02,622.409973,624.500000,611.250000,616.070007,616.070007,984800
2021-03-03,612.010010,613.719971,599.900024,601.020020,601.020020,1785500
2021-03-04,599.000000,618.659973,598.010010,607.640015,607.640015,1500300
2021-03-05,614.000000,629.700012,609.659973,624.030029,624.030029,1513300
2021-03-08,621.739990,630.200012,611.570007,612.380005,612.380005,1123900
2021-03-09,620.349976,620.349976,610.979980,614.770020,614.770020,1022500
2021-03-10,625.440002,639.280029,618.960022,629.070007,629.070007,1472300
2021-03-11,626.330017,630.669983,613.000000,624.229980,624.229980,1441500
2021-03-12,618.989990,629.210022,611.380005,624.150024,624.150024,1410200
2021-03-15,624.419983,625.849976,612.020020,625.000000,625.000000,1149400
2021-03-16,629.619995,643.510010,625.619995,639.650024,639.650024,1147800
2021-03-17,643.789978,644.229980,633.840027,641.859985,641.859985,1202200
2021-03-18,628.280029,635.419983,617.309998,629.390015,629.390015,1550600
2021-03-19,632.809998,636.859985,626.840027,629.739990,629.739990,2776800
2021-03-22,627.640015,643.960022,627.640015,637.619995,637.619995,1159600
2021-03-23,639.809998,656.650024,636.880005,645.450012,645.450012,1271500
2021-03-24,647.450012,657.840027,642.809998,651.559998,651.559998,1137300
2021-03-25,652.030029,652.030029,631.020020,637.789978,637.789978,1024400
2021-03-26,636.729980,639.030029,621.559998,631.750000,631.750000,1275900
2021-03-29,630.000000,639.590027,622.059998,636.679993,636.679993,889200
2021-03-30,636.169983,640.840027,628.349976,632.690002,632.690002,650300
2021-03-31,632.900024,632.909973,614.690002,617.020020,617.020020,1328400
2021-04-01,618.000000,622.409973,605.659973,608.580017,608.580017,1648100
2021-04-05,607.479980,611.169983,600.159973,605.500000,605.500000,1443100
2021-04-06,603.460022,616.989990,600.530029,613.390015,613.390015,874400
2021-04-07,614.510010,616.330017,607.840027,611.630005,611.630005,644500
2021-04-08,616.650024,617.849976,612.320007,615.159973,615.159973,835000
2021-04-09,606.380005,615.969971,600.679993,614.239990,614.239990,1040000
2021-04-12,612.340027,622.640015,608.070007,619.299988,619.299988,695600
